29.2890625,29.3359375,29.2265625,29.234375,41
29.2890625,29.328125,29.2109375,29.2265625,41
29.2890625,29.3203125,29.1875,29.21875,41
29.2890625,29.3203125,29.2109375,29.2109375,41
29.28125,29.3203125,29.203125,29.21875,41
29.2734375,29.3125,29.2109375,29.21875,41
29.296875,29.3125,29.2109375,29.2109375,41
29.28125,29.3046875,29.203125,29.203125,41
29.2890625,29.3046875,29.2109375,29.1875,41
29.2890625,29.3046875,29.2109375,29.203125,41
29.2890625,29.296875,29.1953125,29.1953125,41
29.2734375,29.296875,29.1875,29.1875,41
29.265625,29.3046875,29.1875,29.1953125,41
29.2734375,29.2890625,29.1875,29.1953125,41
29.2734375,29.2890625,29.1796875,29.1796875,41
29.265625,29.2890625,29.1796875,29.1953125,41
29.265625,29.2890625,29.1953125,29.1875,41
29.2578125,29.28125,29.1875,29.1875,41
29.25,29.2890625,29.171875,29.1796875,41
29.25,29.2734375,29.1796875,29.1875,41
29.2421875,29.28125,29.1796875,29.1875,41
29.2578125,29.2890625,29.1796875,29.1796875,41
29.296875,29.3359375,29.2421875,29.2265625,41
29.546875,29.578125,29.5078125,29.484375,41
29.8671875,29.9375,29.8515625,29.8671875,41
30.34375,30.3203125,30.3359375,30.28125,41
30.828125,30.78125,30.8515625,30.8203125,41
31.34375,31.2734375,31.40625,31.3828125,41
31.8515625,31.8046875,31.9453125,31.859375,41
32.3828125,32.28125,32.5,32.4453125,41
32.90625,32.78125,32.96875,33.015625,41
33.34375,33.28125,33.5078125,33.578125,41
33.84375,33.78125,34.0390625,34.046875,41
34.3515625,34.2578125,34.5546875,34.59375,41
34.828125,34.7265625,35.0625,35.125,41
35.2890625,35.1328125,35.5703125,35.6328125,41
35.75,35.6015625,35.96875,36.1796875,41
36.21875,36.046875,36.4375,36.6015625,41
36.6640625,36.5,36.9140625,37.0859375,41
37.078125,36.9375,37.359375,37.5703125,41
37.46875,37.3671875,37.8046875,38.046875,41
37.8828125,37.78125,38.25,38.4140625,41
38.28125,38.1796875,38.609375,38.859375,41
38.703125,38.53125,39.03125,39.3046875,41
39.0859375,38.9453125,39.4296875,39.671875,41
39.46875,39.3359375,39.84375,40.0859375,41
39.859375,39.6953125,40.21875,40.5,41
40.2265625,40.0625,40.59375,40.8984375,41
40.5234375,40.4453125,40.90625,41.2421875,41
40.890625,40.796875,41.2890625,41.609375,41
41.2421875,41.140625,41.640625,41.9921875,41
